id_EXIST,tweet
102294,Y en este caso también decir que se deber terminar ya a que si una mujer juega al fútbol es lesbiana y un marimacho porque el fútbol es de hombres porque eso no es así porque una mujer puede jugar al fútbol y hasta jugar mejor que otros hombres al igual que si un hombre le gusta https://t.co/qytIFYf5cF
102516,"Un grupo de bolivianas quiere cambiar el dicho popular de “mujer al volante, peligro constante” por el de “mujer al volante, seguridad constante”, por lo que decidieron crear una línea de transporte de conductoras en un gremio dominado por varones."
102096,Cuando te dicen que las mujeres no deben entrar tren súperior 🙄#fitness #gymmotivation #WorkoutWednesday #fitnessaddict https://t.co/coPa4n56MK
101426,"#QueNadieTeDigaQueNoPodesTe presentamos a Natacha Rebak, integrante de Birreras Argentinas, productora de cerveza artesanal y socia de @ukenecerveza.Los estereotipos de género condicionan nuestra trayectoria educativa y laboral.Te invitamos a repensarlos.@birrerasdeargentina https://t.co/u95eVYxYDK"
102649,@MartaKuhn5 @melisa_montt @gracielaocana @juntoscambioar MUJER SUMISA SIN AUTONOMIA PROPIA
100811,"""A partir de los seis años las chicas tienden a pensar que son trabajadoras, pero menos brillantes que sus compañeros, una opinión en la que influyen los estereotipos de #género"" #coeducacion https://t.co/3obeH4BNMK"
103049,nonono increíble se me tiran las putas al auto se me avalanchan las yeguas se me tiran encima del capó lpm se me tiran se me arrojan es increíble las putas las trolas
102033,"@STUPIDEZHUMANA @DovahkiinFerret vivimos en una sociedad machista donde la mayoria sigue pensando que las chicas no pueden jugar, que son peores jugadoras, que son menos abiles, y menos carismaticas, todo esto sin contar la cantidad de misoginia que se sigue viviendo. 3ro+"
102658,@VanyaThais ¿Que haces en Twitter mujer sumisa? ..... https://t.co/WMspV015nA
102082,"no te puedo creer q de vdd exista gente q cree q las mujeres no deben votar, es q la wea machista y pensamiento de 4 siglos atrás ctm, de vdd no me entra en la cabeza"
101849,"Y si te dejas de mamársela al Presidente y exigís que hable. Se violó la libertad de expresión, el hembrismo manda, pero vos le applaudis todas las cagadas al Presidente.#VotoAnulado#PedileelnoaloszurdosLacallePou#NoalHembrismo https://t.co/gz920Evcz4"
102578,"Con lo bien que estaría de mujer florero sin trabajar ni hacer nada con mi vida, pero he tenido que salir ambiciosa. Es que ya me vale. 🙄🙄🙄🙄"
101366,"@veroEx1 Entender a las mujeres es como , la cuadratura del círculo,  imposible , solo hay que amarlar 🥰🤷🏻‍♂️"
100258,"@LuisinJimenezc A las mujeres hay que tratarlas bien independientemente de lo que hizo nunca debe tratarse como un hombre, hay se involucra la familia los hijos, yo ni denuncia le hubiera puesto."
102252,Pensando seriamente hacerme la tonta y dejar que un vato me haga mansplaining de como hacer una PC gamer con tal de ahorrarme la molestia de buscar todo.
102827,@laderechadiario Ahora los perdedores que fracasan compitiendo con otros hombres pueden ir a barrer a las.mujeres para que todo el deporte este dominado por hombres...Peor epoca para ser mujer 🤦🏻‍♂️
100937,"“La Corte estableció que esta sentencia apuesta a la necesidad de combatir estereotipos de género y la desigualdad en el ambiente doméstico, buscando el cumplimiento de la corresponsabilidad parental”, señala un comunicado”, señala un comunicado."
102716,"@orlandojm @ambienterd Un ministro que no sabe, ni tiene los colgantes para enfrentar los intereses particulares que están afectando a las mayorias en RD. Se necesita un HOMBRE en ese cargo."
101740,Pobrecita... golfa y tonta....cariño voy a esnifar pegamento a la papelería ahora vuelvo
102144,@Agostinanuu Las mujeres son más mentirosas también buenos solo la mayoria
102151,"@clauditatwit @MariettoPonce Obvio es porque las mujeres son más chingonas en recordar todo, piensa positivo 🌹"
102533,"@el_pais Tengo la ligera impresión de que entre los hombres se está extendiendo de nuevo el ideal de la mujer dócil y alegre que no da problemas y a cualquier mujer que se salga de ahí la despachan a la mínima con la etiqueta de ""tóxica"""
101983,"@psalaburu @PedroUgarte6 Ahí tienes un montón de sociedades gastronómicas en las que no se les permite la entrada a la cocina a mujeres, o en las que la mujeres no pueden ser socias. Puedes abrir ese melón también, si quieres."
102805,no es justo las chicas trans tienen ventaja porque para ser chica de verdad solo tienen que comer pollo
100723,"En serio; no sean tan patéticos con una chica que sabe de armas; subís una foto y te gogleann la etiqueta de la tanga; pero el "" master"" no sabe lo q es un rulero 🙄#Cornudisimo https://t.co/e476tE1ZM2"
102255,"@aoviedo_ @Camiloenz @JuanitaGoe @agaviriau Además que es vergonzoso el tufillo de mansplaining y condescendencia para referirse a Juanita: “no te queda bien” “no deberías”. ¡Hágame el favor! Cómo si ella, la mejor representante del país, no tuviera el criterio para definir su respaldo político."
